,name,locs
10,data/16/135191147.npy,"[[ 7  0]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [ 1  4]
 [ 2  7]
 [ 3  7]
 [ 0  8]
 [ 1  8]
 [ 2  8]
 [ 2  9]
 [ 3  9]
 [ 1 10]
 [ 2 10]
 [ 3 10]]"
11,data/16/135191148.npy,[]
12,data/16/135191149.npy,"[[6 0]
 [7 0]]"
13,data/16/135191150.npy,"[[ 2  1]
 [ 9  1]
 [12  1]
 [13  1]
 [10  3]
 [ 9  4]]"
14,data/16/135191151.npy,"[[12  0]
 [11  1]
 [12  1]
 [11  2]
 [ 3  8]]"
15,data/16/135191152.npy,[]
16,data/16/135191153.npy,"[[ 5 11]
 [ 6 11]]"
17,data/16/135191154.npy,"[[13  2]
 [13  3]]"
18,data/16/135191155.npy,"[[10  1]
 [11  1]
 [ 0  4]
 [ 2  5]
 [ 3  5]
 [ 2  6]
 [ 3  6]
 [10 10]
 [ 4 11]
 [ 5 11]]"
19,data/16/135191156.npy,[]
20,data/16/135191157.npy,"[[ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [ 0  5]
 [ 1  5]
 [ 1  6]
 [ 2  6]
 [ 2  7]
 [ 3  7]
 [ 3  8]
 [ 4  8]
 [ 5  8]
 [ 6  8]
 [ 7  8]
 [ 8  8]
 [ 4  9]
 [ 5  9]
 [ 6  9]
 [ 7  9]
 [ 8  9]
 [ 9  9]
 [10  9]
 [12 10]
 [ 4 11]
 [ 7 11]
 [ 9 12]]"
21,data/16/135191158.npy,"[[ 7  0]
 [ 8  0]
 [ 9  0]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [ 7  2]
 [ 8  2]
 [ 9  2]
 [ 6  3]
 [ 7  3]
 [ 8  3]
 [ 9  3]
 [ 6  4]
 [ 7  4]
 [ 9  4]
 [ 5  5]
 [ 6  5]
 [ 9  5]
 [10  5]
 [ 4  6]
 [ 5  6]
 [ 9  6]
 [10  6]
 [ 3  7]
 [ 4  7]
 [ 9  7]
 [10  7]
 [11  7]
 [ 3  8]
 [ 9  8]
 [10  8]
 [11  8]
 [ 2  9]
 [ 3  9]
 [10  9]
 [ 2 10]
 [10 10]
 [ 2 11]]"
22,data/16/135191159.npy,"[[ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 8  0]
 [ 9  0]
 [ 1  1]
 [ 3  1]
 [ 4  1]
 [ 5  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [ 8  2]
 [ 9  2]
 [10  2]
 [11  2]
 [12  2]
 [13  2]
 [ 4  3]
 [ 9  3]
 [10  3]
 [11  3]
 [12  3]
 [13  3]
 [ 4  4]
 [10  4]
 [11  4]
 [12  4]
 [13  4]
 [ 4  5]
 [ 5  5]
 [ 8  5]
 [11  5]
 [12  5]
 [13  5]
 [ 2  6]
 [ 3  6]
 [ 4  6]
 [13  6]
 [ 2  7]
 [ 4  7]
 [ 8  7]
 [ 9  7]
 [13  7]
 [ 2  8]
 [ 3  8]
 [ 5  8]
 [ 8  8]
 [ 9  8]
 [12  8]
 [ 3  9]
 [ 4  9]
 [ 1 10]
 [ 2 10]
 [ 2 11]
 [ 3 12]
 [ 4 12]
 [ 0 13]
 [ 1 13]
 [ 2 13]
 [ 3 13]
 [ 4 13]]"
23,data/16/135191160.npy,[]
24,data/16/135191161.npy,"[[ 3  0]
 [10  0]
 [ 0  1]
 [ 5  1]
 [ 7  1]
 [ 8  1]
 [ 5  2]
 [ 7  2]
 [ 8  2]
 [12  2]
 [13  2]
 [ 3  3]
 [ 2  4]
 [ 1  5]
 [ 5  5]
 [ 3  6]
 [ 7  6]
 [ 8  6]
 [10  6]
 [13  6]
 [ 2  7]
 [ 7  7]
 [ 9  7]
 [10  7]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 5  8]
 [ 6  8]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [10  8]
 [ 0  9]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 6  9]
 [ 0 10]
 [ 1 10]
 [ 2 10]
 [ 3 10]
 [ 6 10]
 [ 7 10]
 [ 0 11]
 [ 1 11]
 [ 2 11]
 [ 3 11]
 [11 11]
 [12 11]
 [ 1 12]
 [ 2 12]
 [ 3 12]
 [ 4 12]
 [ 9 12]
 [10 12]
 [13 12]
 [ 0 13]
 [ 2 13]
 [ 4 13]
 [ 5 13]
 [ 9 13]
 [10 13]
 [11 13]
 [12 13]]"
25,data/16/135191162.npy,"[[ 3  4]
 [ 0 11]]"
26,data/16/135191163.npy,"[[ 5  1]
 [ 6  1]
 [ 9  1]
 [ 3  2]
 [ 5  2]
 [ 6  2]
 [ 7  2]
 [ 6  3]
 [ 5  4]
 [ 6  4]
 [ 7  4]
 [ 6  5]
 [ 7  5]
 [12  5]
 [ 0  6]
 [ 1  6]
 [12  6]
 [ 1  7]
 [ 1  8]
 [ 9  8]
 [ 9  9]
 [ 8 11]
 [ 4 12]
 [ 8 12]
 [ 9 12]
 [ 4 13]
 [ 8 13]
 [ 9 13]]"
27,data/16/135191164.npy,"[[ 0  4]
 [ 2  7]
 [ 3  7]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 7  8]
 [ 2  9]
 [ 3 11]
 [ 1 12]
 [ 2 12]
 [ 3 12]
 [ 0 13]
 [ 1 13]]"
28,data/16/135191165.npy,"[[ 3  0]
 [ 4  0]
 [ 3  1]
 [ 4  1]
 [ 6  4]
 [ 7  4]
 [ 7  5]
 [ 1  7]
 [12  7]
 [13  7]
 [11  8]
 [12  8]
 [13  8]
 [ 7  9]
 [12  9]
 [13  9]
 [ 8 10]
 [ 9 10]
 [ 1 11]
 [ 2 11]
 [ 5 11]
 [ 6 11]
 [ 7 11]
 [ 2 12]
 [ 6 12]
 [ 7 12]
 [11 12]
 [12 12]
 [ 0 13]
 [ 1 13]
 [ 4 13]
 [ 5 13]
 [12 13]]"
29,data/16/135191166.npy,"[[ 2  6]
 [ 5  6]
 [ 8  6]
 [13  9]
 [13 10]]"
30,data/16/135191167.npy,"[[ 0  0]
 [ 1  0]
 [ 8  0]
 [11  0]
 [ 0  1]
 [ 1  1]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [ 4  3]
 [ 8  3]
 [ 9  3]
 [10  3]
 [12  3]
 [13  3]
 [ 0  4]
 [ 4  4]
 [ 5  4]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [12  4]
 [13  4]
 [ 0  5]
 [ 3  5]
 [ 5  5]
 [ 6  5]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]
 [12  5]
 [13  5]
 [ 3  6]
 [ 4  6]
 [ 6  7]
 [ 8  7]
 [10  7]
 [11  7]
 [ 1  8]
 [ 9  8]
 [13  8]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 8  9]
 [ 9  9]
 [10  9]
 [11  9]
 [12  9]
 [13  9]
 [ 0 10]
 [ 2 10]
 [ 3 10]
 [ 8 10]
 [11 10]
 [ 0 11]
 [ 6 11]
 [ 8 11]
 [ 6 12]
 [ 1 13]
 [ 3 13]
 [ 4 13]
 [ 6 13]]"
31,data/16/135191168.npy,"[[ 8  0]
 [ 0  1]
 [ 0  2]
 [ 5  2]
 [ 5  3]
 [10  3]
 [ 2  4]
 [ 8  5]
 [ 0  6]
 [ 9  8]
 [ 5  9]
 [ 6 12]
 [12 13]
 [13 13]]"
32,data/16/135191169.npy,"[[ 6 11]
 [ 7 11]
 [ 8 11]]"
33,data/16/135191170.npy,"[[0 0]
 [1 0]
 [2 0]
 [0 1]
 [1 1]
 [0 2]
 [1 2]]"
34,data/16/135191171.npy,"[[11  5]
 [11  6]
 [11  7]
 [13 10]
 [ 4 13]]"
35,data/16/135191172.npy,"[[8 5]
 [9 5]
 [8 6]]"
36,data/16/135191173.npy,"[[ 4  2]
 [ 4  3]
 [ 0  5]
 [ 1  5]
 [ 6  5]
 [ 0  6]
 [ 1  6]
 [ 6  6]
 [ 0  7]
 [ 1  7]
 [ 6  7]
 [12  7]
 [ 4  8]
 [ 5  8]
 [ 4 10]
 [ 9 10]
 [11 10]
 [12 10]
 [ 4 11]
 [ 9 11]
 [10 11]
 [ 5 12]
 [ 9 12]
 [10 12]
 [ 4 13]
 [ 5 13]
 [ 6 13]]"
37,data/16/135191174.npy,"[[ 0  0]
 [10  0]
 [11  0]
 [ 0  1]
 [ 1  1]
 [ 2  2]
 [10  2]
 [12  2]
 [ 1  3]
 [ 2  3]
 [ 3  3]
 [ 3  4]
 [10  4]
 [12  4]
 [ 3  5]
 [12  5]
 [ 2  6]
 [10  6]
 [11  7]
 [12  7]
 [ 1  8]
 [12  8]
 [10  9]
 [12  9]
 [13  9]
 [13 10]
 [12 11]
 [13 13]]"
38,data/16/135191175.npy,"[[ 0  0]
 [ 1  0]
 [ 2  1]
 [ 2  2]
 [ 2  3]
 [ 2  4]
 [ 2  5]
 [ 2  6]
 [ 2  7]
 [ 3  7]
 [ 5  7]
 [12  7]
 [ 3  8]
 [ 4  8]
 [ 6  8]
 [ 0  9]
 [ 1  9]
 [ 4  9]
 [ 0 10]
 [ 3 10]
 [ 4 10]
 [11 10]
 [ 4 11]
 [ 7 11]
 [ 2 12]
 [ 3 12]
 [ 9 12]
 [ 2 13]
 [ 8 13]
 [ 9 13]]"
39,data/16/135191176.npy,[[ 9 13]]
40,data/16/135191178.npy,[]
41,data/16/135191180.npy,[]
42,data/16/135191181.npy,[]
43,data/16/135191182.npy,"[[ 6  4]
 [ 7  4]
 [ 6  5]
 [ 7  5]
 [10  6]
 [11  7]
 [12  7]
 [ 1  8]
 [ 2  8]
 [ 8 10]
 [ 9 10]
 [ 0 12]
 [ 0 13]
 [ 1 13]
 [11 13]]"
44,data/16/135191183.npy,"[[ 0  0]
 [ 1  0]
 [ 6  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [ 8  1]
 [ 9  1]
 [10  1]
 [11  1]
 [12  1]
 [13  1]
 [10  2]
 [11  2]
 [12  2]
 [13  2]
 [10  3]
 [11  3]
 [12  3]
 [13  3]
 [10  4]
 [11  4]
 [12  4]
 [13  4]
 [ 9  5]
 [10  5]
 [11  5]
 [12  5]
 [13  5]
 [ 0  6]
 [ 1  6]
 [ 9  6]
 [10  6]
 [11  6]
 [12  6]
 [13  6]
 [ 0  7]
 [ 1  7]
 [ 2  7]
 [ 9  7]
 [10  7]
 [11  7]
 [12  7]
 [13  7]
 [ 0  8]
 [ 1  8]
 [ 9  8]
 [10  8]
 [11  8]
 [12  8]
 [13  8]
 [ 0  9]
 [ 1  9]
 [ 9  9]
 [10  9]
 [11  9]
 [12  9]
 [13  9]
 [ 0 10]
 [ 1 10]
 [10 10]
 [11 10]
 [12 10]
 [13 10]
 [ 0 11]
 [ 1 11]
 [13 11]
 [ 0 12]
 [ 1 12]
 [12 12]
 [13 12]
 [ 0 13]
 [ 1 13]
 [ 8 13]
 [ 9 13]
 [10 13]
 [11 13]
 [12 13]
 [13 13]]"
45,data/16/135191184.npy,"[[ 9  0]
 [10  0]
 [11  0]
 [ 7  1]
 [ 8  1]
 [ 9  1]
 [10  1]
 [ 0  2]
 [ 1  2]
 [ 6  2]
 [ 6  3]
 [ 5  4]
 [ 6  4]
 [ 5  5]
 [ 1  6]
 [ 3  6]
 [ 4  6]
 [ 6  6]
 [ 0  7]
 [ 1  7]
 [ 3  7]
 [ 6  7]
 [ 1  8]
 [ 2  8]
 [ 5  8]
 [ 6  8]
 [ 0  9]
 [ 1  9]
 [ 2  9]
 [ 5  9]
 [ 6  9]
 [ 0 10]
 [ 1 10]
 [ 2 10]
 [ 5 10]
 [ 0 11]
 [ 1 11]
 [ 2 11]
 [ 5 11]
 [ 0 12]
 [ 1 12]
 [ 2 12]
 [ 5 12]
 [ 0 13]
 [ 1 13]
 [ 2 13]]"
46,data/16/135191185.npy,"[[6 0]
 [9 1]]"
47,data/16/135191186.npy,[]
48,data/16/135191187.npy,[]
49,data/16/135191188.npy,"[[0 6]
 [1 6]
 [2 6]
 [0 8]]"
50,data/16/135191189.npy,"[[ 9  1]
 [10  1]
 [11  1]
 [ 9  2]
 [10  2]
 [11  2]
 [ 8  3]
 [ 9  3]
 [10  3]
 [ 2  4]
 [ 3  4]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [10  4]
 [ 1  5]
 [ 2  5]
 [ 3  5]
 [ 6  5]
 [ 7  5]
 [ 6  6]
 [ 7  6]
 [ 0  7]
 [ 1  7]
 [ 6  7]
 [ 7  7]
 [ 1  8]
 [ 2  8]
 [ 6  8]
 [ 0  9]
 [ 1  9]
 [ 2  9]
 [ 5  9]
 [ 6  9]
 [ 0 10]
 [ 1 10]
 [ 2 10]
 [ 3 10]
 [ 4 10]
 [ 5 10]
 [ 6 10]
 [ 0 11]
 [ 1 11]
 [ 2 11]
 [ 3 11]
 [ 4 11]
 [ 5 11]
 [ 0 12]
 [ 1 12]
 [ 2 12]
 [ 3 12]
 [ 4 12]
 [ 5 12]
 [ 0 13]
 [ 1 13]
 [ 2 13]
 [ 3 13]
 [ 4 13]]"
51,data/16/135191190.npy,[[ 9 11]]
52,data/16/135191191.npy,"[[10  0]
 [ 2  1]
 [ 4  1]
 [ 1  2]
 [ 2  2]
 [ 3  2]
 [ 4  2]
 [ 7  2]
 [ 4  3]
 [ 7  3]
 [ 0  4]
 [11  4]
 [12  4]
 [13  4]
 [ 0  5]
 [ 9  5]
 [11  5]
 [12  5]
 [13  5]
 [ 0  6]
 [ 1  6]
 [ 2  6]
 [ 3  6]
 [12  6]
 [ 0  7]
 [ 2  7]
 [ 6  7]
 [10  7]
 [ 3  8]
 [ 4  8]
 [ 4 11]
 [ 5 11]
 [13 11]
 [ 3 12]
 [ 6 12]
 [ 7 12]
 [ 7 13]
 [ 9 13]
 [10 13]]"
53,data/16/135191192.npy,"[[12  1]
 [ 8  7]]"
54,data/16/135191195.npy,[]
55,data/16/135191196.npy,[]
56,data/16/135191197.npy,"[[ 2  0]
 [ 3  0]
 [ 7  1]
 [12  2]
 [13  2]
 [ 6  3]
 [ 7  3]
 [12  3]
 [ 6  4]
 [ 7  4]
 [ 8  4]
 [11  4]
 [12  4]
 [13  4]
 [ 8  5]
 [11  5]
 [12  5]
 [13  5]
 [ 8  6]
 [12  6]
 [13  6]
 [ 7  7]
 [13  7]
 [ 7  8]
 [ 8  8]
 [ 9  8]
 [ 8  9]
 [ 9  9]
 [11  9]
 [ 4 10]
 [ 8 10]
 [ 9 10]
 [ 4 11]
 [ 7 11]
 [ 8 11]
 [10 11]
 [11 11]
 [12 11]
 [ 4 12]
 [ 8 12]
 [12 12]
 [13 12]
 [ 4 13]
 [12 13]
 [13 13]]"
57,data/16/135191198.npy,"[[ 0  1]
 [ 1  2]
 [ 6  2]
 [ 7  2]
 [ 7  3]
 [ 4  5]
 [ 5  5]
 [11  5]
 [12  6]
 [11  7]]"
58,data/16/135191200.npy,"[[ 0  2]
 [ 2  3]
 [ 3  3]
 [ 6  3]
 [ 3  4]
 [ 3  5]
 [ 4  5]
 [ 5  5]
 [ 3  6]
 [ 2  7]
 [ 3  7]
 [13  8]
 [ 1  9]
 [ 4  9]
 [11  9]
 [ 6 10]
 [ 7 10]
 [ 6 11]
 [ 3 12]
 [ 1 13]
 [ 6 13]]"
59,data/16/135191202.npy,"[[1 0]
 [0 8]
 [1 8]]"
60,data/16/135191204.npy,"[[11  3]
 [11  4]
 [ 6  6]
 [13  6]
 [ 6  7]
 [ 7  7]
 [ 9  8]
 [11  8]
 [ 7  9]
 [11  9]
 [12  9]
 [ 6 10]
 [ 7 10]
 [10 10]
 [ 9 11]]"
61,data/16/135191205.npy,[]
62,data/16/135191206.npy,[]
63,data/16/135191208.npy,"[[ 3  0]
 [ 3  1]
 [ 8  3]
 [ 9  3]
 [10  4]
 [11  4]
 [ 2  5]
 [11  5]
 [ 2  6]
 [ 3  6]
 [ 6  6]
 [ 7  6]
 [ 2  7]
 [ 3  7]
 [ 6  7]
 [10  7]
 [11  7]
 [ 1  8]
 [ 2  8]
 [ 1  9]
 [ 1 10]
 [ 7 10]
 [11 10]
 [ 4 11]
 [12 11]
 [ 5 12]
 [ 5 13]]"
64,data/16/135191209.npy,[]
65,data/16/135191210.npy,[]
66,data/16/135191212.npy,"[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [ 0  1]
 [ 1  1]
 [ 2  1]
 [ 3  1]
 [ 4  1]
 [ 5  1]
 [ 6  1]
 [ 7  1]
 [ 8  1]
 [10  1]
 [11  1]
 [12  1]
 [13  1]
 [ 1  2]
 [ 2  2]
 [ 3  2]
 [ 4  2]
 [ 5  2]
 [ 6  2]
 [ 7  2]
 [10  2]
 [11  2]
 [12  2]
 [13  2]
 [ 2  3]
 [ 3  3]
 [ 4  3]
 [ 5  3]
 [ 6  3]
 [ 7  3]
 [10  3]
 [11  3]
 [12  3]
 [13  3]
 [ 0  4]
 [ 2  4]
 [ 3  4]
 [ 4  4]
 [ 5  4]
 [ 6  4]
 [ 7  4]
 [ 8  4]
 [ 9  4]
 [10  4]
 [11  4]
 [12  4]
 [13  4]
 [ 0  5]
 [ 1  5]
 [ 2  5]
 [ 3  5]
 [ 4  5]
 [ 5  5]
 [ 6  5]
 [ 7  5]
 [ 8  5]
 [ 9  5]
 [10  5]
 [11  5]
 [12  5]
 [13  5]
 [ 0  6]
 [ 1  6]
 [ 2  6]
 [ 3  6]
 [ 4  6]
 [ 5  6]
 [ 6  6]
 [ 7  6]
 [ 8  6]
 [ 9  6]
 [10  6]
 [11  6]
 [12  6]
 [13  6]
 [ 0  7]
 [ 1  7]
 [ 2  7]
 [ 3  7]
 [ 4  7]
 [ 5  7]
 [ 6  7]
 [ 8  7]
 [ 9  7]
 [10  7]
 [11  7]
 [12  7]
 [13  7]
 [ 0  8]
 [ 1  8]
 [ 2  8]
 [ 3  8]
 [ 4  8]
 [ 5  8]
 [ 6  8]
 [ 7  8]
 [12  8]
 [13  8]
 [ 0  9]
 [ 1  9]
 [ 2  9]
 [ 3  9]
 [ 4  9]
 [ 5  9]
 [ 6  9]
 [ 7  9]
 [13  9]
 [ 0 10]
 [ 1 10]
 [ 2 10]
 [ 3 10]
 [ 4 10]
 [ 5 10]
 [ 6 10]
 [ 8 10]
 [ 9 10]
 [10 10]
 [13 10]
 [ 0 11]
 [ 1 11]
 [ 2 11]
 [ 3 11]
 [ 4 11]
 [ 5 11]
 [ 6 11]
 [ 8 11]
 [ 9 11]
 [10 11]
 [11 11]
 [13 11]
 [ 0 12]
 [ 1 12]
 [ 2 12]
 [ 3 12]
 [ 4 12]
 [ 5 12]
 [ 6 12]
 [ 8 12]
 [ 9 12]
 [10 12]
 [11 12]
 [13 12]
 [ 0 13]
 [ 1 13]
 [ 2 13]
 [ 3 13]
 [ 4 13]
 [ 5 13]
 [ 6 13]
 [ 7 13]
 [10 13]
 [13 13]]"
67,data/16/135191213.npy,"[[12  0]
 [ 4  1]
 [ 8  1]
 [10  1]
 [12  1]
 [13  1]
 [ 3  2]
 [ 7  2]
 [ 8  2]
 [ 4  3]
 [ 5  3]
 [ 6  4]
 [ 7  4]
 [12  4]
 [11  5]
 [12  5]]"
